Unnamed: 0,gender,test_prep,sport,transport,wkstudy_hours,math_score,reading_score,writing_score
48,male,,regularly,school_bus,< 5,94,92,98
49,male,none,sometimes,private,< 5,70,67,65
50,female,none,regularly,,> 10,56,62,63
51,male,none,sometimes,private,5 - 10,70,62,65
52,female,none,regularly,private,5 - 10,60,71,62
53,female,none,never,,> 10,72,81,78
54,female,none,sometimes,school_bus,5 - 10,59,71,75
55,male,completed,sometimes,private,,60,63,54
56,female,,regularly,private,5 - 10,80,84,82
57,male,none,sometimes,school_bus,< 5,63,65,54
58,female,completed,sometimes,school_bus,> 10,74,83,85
59,female,completed,never,private,5 - 10,79,97,97
60,female,none,sometimes,private,5 - 10,58,86,79
61,male,none,regularly,private,> 10,68,52,50
62,female,none,regularly,school_bus,< 5,70,82,80
63,male,none,regularly,school_bus,> 10,58,39,40
64,female,none,regularly,private,,43,57,55
65,female,none,regularly,school_bus,5 - 10,57,61,63
66,female,none,regularly,private,> 10,100,98,100
67,male,completed,regularly,school_bus,> 10,77,73,69
68,male,none,sometimes,school_bus,> 10,80,75,68
69,male,none,sometimes,school_bus,< 5,82,79,74
70,male,completed,regularly,private,< 5,58,58,68
71,female,none,sometimes,school_bus,5 - 10,39,41,44
72,male,completed,regularly,school_bus,5 - 10,60,64,58
73,male,,never,,5 - 10,50,49,41
74,female,completed,,private,5 - 10,50,59,65
76,male,completed,regularly,private,< 5,69,63,66
77,male,completed,regularly,private,5 - 10,69,64,66
78,female,none,sometimes,school_bus,> 10,58,48,53
79,male,none,regularly,school_bus,5 - 10,80,80,75
80,male,none,regularly,school_bus,5 - 10,40,34,33
81,male,completed,regularly,private,5 - 10,74,59,68
82,male,none,never,school_bus,> 10,76,69,65
83,female,completed,sometimes,school_bus,< 5,49,67,69
84,male,completed,sometimes,school_bus,5 - 10,70,67,64
85,male,completed,sometimes,private,< 5,64,66,62
86,male,completed,sometimes,private,5 - 10,73,72,71
87,male,none,never,private,5 - 10,73,69,61
88,male,completed,regularly,,> 10,61,51,58
89,male,none,regularly,school_bus,> 10,95,83,89
90,male,none,regularly,private,5 - 10,66,71,64
91,male,none,sometimes,school_bus,< 5,71,68,66
92,male,completed,never,school_bus,< 5,76,70,71
94,female,none,regularly,private,> 10,55,65,65
95,male,none,regularly,school_bus,< 5,87,74,73
96,female,completed,regularly,school_bus,5 - 10,91,100,100
97,male,completed,sometimes,private,> 10,85,79,78
98,female,none,regularly,private,> 10,51,60,59
99,female,completed,sometimes,private,< 5,50,63,63
100,female,completed,never,private,< 5,71,97,92
101,male,none,regularly,school_bus,5 - 10,41,22,24
102,female,completed,never,school_bus,5 - 10,94,94,97
103,male,none,never,school_bus,5 - 10,44,44,39
104,female,none,sometimes,school_bus,> 10,54,73,67
105,female,completed,sometimes,private,> 10,70,80,74
106,female,completed,regularly,school_bus,5 - 10,59,78,85
107,female,completed,sometimes,school_bus,< 5,90,98,98
108,female,none,regularly,school_bus,5 - 10,46,65,65
109,male,none,regularly,school_bus,5 - 10,51,49,48
110,female,none,sometimes,private,5 - 10,36,43,47
111,male,none,never,private,> 10,53,53,50
112,female,none,sometimes,school_bus,5 - 10,57,67,69
113,male,none,regularly,private,5 - 10,78,70,69
114,male,completed,sometimes,private,< 5,84,94,91
115,male,completed,regularly,private,> 10,58,45,54
116,male,none,sometimes,private,> 10,55,47,43
117,female,none,sometimes,private,< 5,42,56,57
119,female,none,regularly,school_bus,< 5,87,99,93
120,female,none,sometimes,private,< 5,42,50,49
121,male,none,regularly,private,5 - 10,67,56,56
122,female,completed,regularly,school_bus,< 5,64,65,69
123,female,none,regularly,private,5 - 10,75,89,84
125,male,none,regularly,private,< 5,65,61,53
126,female,,never,private,5 - 10,59,72,64
127,male,none,never,private,5 - 10,67,65,67
128,female,none,sometimes,school_bus,< 5,36,39,32
129,female,completed,sometimes,private,5 - 10,50,64,61
130,female,none,never,school_bus,5 - 10,58,69,67
131,female,none,sometimes,private,5 - 10,75,88,80
132,male,none,regularly,private,< 5,85,67,62
133,male,completed,never,school_bus,> 10,91,86,81
134,male,none,regularly,school_bus,,49,41,39
135,male,completed,sometimes,school_bus,5 - 10,89,86,87
136,female,completed,sometimes,private,5 - 10,82,87,93
137,female,none,sometimes,school_bus,< 5,64,70,72
138,female,none,regularly,school_bus,5 - 10,67,68,70
139,female,completed,sometimes,private,5 - 10,82,83,88
140,female,none,sometimes,school_bus,5 - 10,78,76,77
141,female,none,regularly,private,5 - 10,63,76,80
142,female,none,regularly,school_bus,< 5,55,61,66
143,male,none,regularly,private,5 - 10,67,61,58
144,female,completed,regularly,school_bus,5 - 10,70,82,85
145,male,none,never,school_bus,5 - 10,58,65,65
146,female,,sometimes,private,> 10,66,70,75
147,female,completed,sometimes,school_bus,5 - 10,58,71,74
148,male,none,sometimes,school_bus,5 - 10,42,36,33
149,female,completed,regularly,private,5 - 10,58,73,75
150,male,none,regularly,school_bus,5 - 10,78,78,79
151,female,none,sometimes,school_bus,> 10,82,91,91
152,female,none,sometimes,school_bus,< 5,54,65,66
153,male,completed,sometimes,private,5 - 10,67,50,58
154,female,completed,,school_bus,5 - 10,92,99,99
156,male,completed,sometimes,school_bus,5 - 10,68,78,78
157,male,none,regularly,school_bus,< 5,82,64,64
158,female,completed,sometimes,school_bus,< 5,84,98,98
159,male,completed,sometimes,school_bus,< 5,58,65,62
160,female,none,,school_bus,> 10,48,55,60
161,male,completed,regularly,school_bus,< 5,80,76,77
162,male,none,never,private,5 - 10,85,89,76
163,male,completed,never,,5 - 10,51,56,54
164,male,none,regularly,school_bus,5 - 10,90,71,71
165,male,none,sometimes,,5 - 10,87,73,69
166,male,none,regularly,private,> 10,83,81,82
167,male,completed,regularly,school_bus,< 5,65,69,65
168,male,none,sometimes,private,< 5,64,56,56
169,female,none,,private,5 - 10,39,52,50
170,male,completed,regularly,private,< 5,98,91,88
171,female,none,regularly,school_bus,5 - 10,70,75,82
172,male,none,regularly,private,5 - 10,69,65,62
173,male,none,regularly,private,< 5,64,69,66
174,female,none,regularly,school_bus,5 - 10,51,56,63
175,female,none,sometimes,school_bus,5 - 10,72,87,86
176,male,completed,sometimes,private,5 - 10,55,55,58
177,female,none,regularly,private,5 - 10,93,100,100
178,female,none,sometimes,school_bus,5 - 10,74,91,84
179,male,none,regularly,private,> 10,85,75,73
180,male,completed,regularly,school_bus,< 5,46,48,45
181,female,none,regularly,,5 - 10,69,80,76
182,female,none,sometimes,private,< 5,50,52,51
183,male,completed,sometimes,private,< 5,61,66,59
184,male,none,sometimes,private,5 - 10,59,67,56
185,male,completed,sometimes,school_bus,< 5,48,51,50
186,female,none,sometimes,school_bus,5 - 10,68,78,72
187,female,none,regularly,school_bus,> 10,55,63,62
188,male,none,never,school_bus,> 10,73,67,68
189,female,,sometimes,private,< 5,69,75,74
190,female,completed,regularly,private,5 - 10,94,95,98
191,female,none,regularly,school_bus,5 - 10,86,95,92
192,male,none,sometimes,,5 - 10,81,86,81
193,male,none,regularly,school_bus,< 5,60,51,55
194,male,none,sometimes,,5 - 10,91,82,76
195,male,completed,regularly,school_bus,5 - 10,63,71,70
196,male,none,never,private,5 - 10,65,65,67
197,female,completed,regularly,,< 5,71,77,84
199,male,completed,sometimes,school_bus,< 5,88,90,86
200,female,completed,regularly,school_bus,> 10,94,100,100
201,female,completed,sometimes,private,5 - 10,68,84,86
202,male,completed,sometimes,school_bus,> 10,80,76,80
203,female,,sometimes,school_bus,5 - 10,70,83,83
204,male,none,never,private,< 5,60,65,56
205,female,none,sometimes,school_bus,< 5,59,71,67
206,female,none,sometimes,private,5 - 10,67,81,80
208,female,none,never,private,5 - 10,73,80,78
210,female,none,sometimes,school_bus,> 10,77,86,84
211,male,none,regularly,private,< 5,63,56,57
212,female,none,sometimes,school_bus,5 - 10,78,85,87
214,female,none,regularly,school_bus,> 10,66,79,69
215,male,completed,regularly,school_bus,5 - 10,56,57,62
216,male,,regularly,school_bus,5 - 10,100,80,78
217,male,,regularly,school_bus,5 - 10,70,77,65
218,female,completed,sometimes,private,< 5,92,100,100
219,male,completed,regularly,private,> 10,85,88,92
220,male,none,sometimes,private,5 - 10,57,56,50
221,female,completed,sometimes,school_bus,5 - 10,42,44,52
222,female,completed,sometimes,school_bus,5 - 10,63,69,70
223,male,completed,regularly,school_bus,5 - 10,67,74,71
224,male,none,never,school_bus,5 - 10,60,73,67
225,female,none,sometimes,school_bus,> 10,86,84,91
226,female,none,sometimes,school_bus,> 10,51,59,59
227,male,none,sometimes,school_bus,5 - 10,70,68,67
228,female,none,regularly,school_bus,< 5,49,47,50
229,male,completed,regularly,school_bus,5 - 10,78,77,84
230,male,completed,sometimes,school_bus,5 - 10,83,80,86
231,male,completed,sometimes,private,< 5,84,77,73
232,female,,sometimes,private,5 - 10,65,69,72
233,female,completed,never,school_bus,< 5,40,53,52
234,female,none,sometimes,school_bus,5 - 10,67,66,69
235,female,none,never,private,< 5,57,69,70
236,male,none,regularly,school_bus,5 - 10,67,58,59
237,female,completed,regularly,school_bus,5 - 10,56,78,77
238,female,none,regularly,private,5 - 10,74,86,88
239,female,none,never,school_bus,> 10,52,54,55
242,male,none,regularly,,5 - 10,56,63,59
243,male,completed,regularly,private,5 - 10,87,82,87
244,male,none,sometimes,school_bus,5 - 10,69,57,57
245,female,none,sometimes,private,> 10,63,68,70
246,female,none,regularly,private,5 - 10,56,64,73
247,female,none,regularly,school_bus,5 - 10,83,86,87
248,female,none,regularly,private,5 - 10,79,77,80
249,female,none,sometimes,school_bus,< 5,41,54,51
250,female,,regularly,school_bus,< 5,38,45,39
251,male,none,sometimes,private,5 - 10,82,73,73
252,female,none,sometimes,school_bus,> 10,55,61,61
253,male,none,never,private,< 5,79,74,66
254,male,none,never,,5 - 10,91,74,71
255,male,none,regularly,school_bus,< 5,85,81,74
256,female,none,sometimes,private,5 - 10,79,82,85
257,female,none,sometimes,school_bus,< 5,63,70,74
258,male,none,sometimes,private,5 - 10,85,76,75
259,female,completed,regularly,private,5 - 10,53,63,63
260,male,,sometimes,school_bus,< 5,84,78,76
261,male,completed,sometimes,school_bus,5 - 10,54,57,54
262,male,none,never,school_bus,5 - 10,60,53,50
263,male,none,regularly,private,5 - 10,78,64,70
264,female,none,sometimes,school_bus,< 5,72,86,82
265,male,completed,never,private,5 - 10,77,78,79
267,male,none,sometimes,school_bus,< 5,56,53,51
268,female,none,regularly,,5 - 10,57,57,56
269,male,none,regularly,school_bus,,66,64,63
270,male,completed,regularly,private,> 10,76,71,70
272,male,completed,sometimes,school_bus,> 10,85,71,73
273,male,none,sometimes,,< 5,68,56,59
274,female,completed,sometimes,private,> 10,64,76,67
275,female,none,regularly,private,5 - 10,86,82,86
276,male,completed,regularly,private,5 - 10,77,76,78
277,female,none,regularly,private,< 5,78,85,77
278,male,none,sometimes,school_bus,> 10,97,94,89
279,female,none,regularly,school_bus,5 - 10,71,69,71
280,female,completed,regularly,school_bus,5 - 10,71,71,70
281,male,none,sometimes,school_bus,< 5,62,64,63
282,female,none,sometimes,private,< 5,75,85,88
283,female,none,sometimes,,5 - 10,56,76,76
284,male,completed,never,school_bus,< 5,72,74,73
285,male,none,sometimes,,5 - 10,73,64,56
286,male,none,sometimes,school_bus,< 5,76,66,61
287,female,none,regularly,private,> 10,82,83,90
288,male,none,sometimes,,5 - 10,49,51,50
289,male,completed,,private,> 10,50,57,49
290,male,completed,regularly,school_bus,5 - 10,87,71,75
291,female,completed,sometimes,school_bus,< 5,88,98,94
292,female,none,sometimes,private,5 - 10,21,38,32
293,male,,sometimes,school_bus,5 - 10,76,72,70
294,male,none,sometimes,school_bus,< 5,84,76,79
296,female,none,sometimes,private,< 5,70,79,74
297,male,completed,regularly,school_bus,5 - 10,62,54,58
299,male,none,sometimes,private,5 - 10,63,68,61
300,female,none,sometimes,private,,54,66,61
301,male,none,sometimes,school_bus,5 - 10,89,83,82
302,female,none,sometimes,,5 - 10,46,61,55
303,male,completed,regularly,school_bus,5 - 10,65,62,67
304,male,completed,sometimes,private,> 10,89,88,83
305,female,completed,sometimes,school_bus,5 - 10,41,66,66
306,male,none,regularly,private,5 - 10,76,72,67
307,male,none,regularly,private,> 10,81,77,72
308,female,none,sometimes,school_bus,5 - 10,73,78,78
309,male,none,never,school_bus,> 10,64,63,67
310,female,none,sometimes,private,,47,40,37
311,female,none,sometimes,private,< 5,71,88,81
312,female,none,never,school_bus,,57,81,76
313,male,completed,sometimes,private,> 10,66,71,65
314,male,none,sometimes,school_bus,5 - 10,53,49,46
315,female,,sometimes,private,> 10,79,99,100
316,female,completed,sometimes,school_bus,> 10,91,100,100
317,male,completed,regularly,private,< 5,76,81,77
318,male,none,sometimes,private,> 10,61,66,61
319,female,none,sometimes,private,> 10,87,92,98
320,female,none,sometimes,private,5 - 10,78,89,88
321,male,completed,sometimes,school_bus,5 - 10,55,60,57
322,male,completed,sometimes,school_bus,< 5,79,74,76
323,male,none,sometimes,school_bus,< 5,71,71,64
324,female,none,sometimes,private,5 - 10,80,79,85
325,female,completed,sometimes,private,> 10,69,72,75
326,male,none,sometimes,private,> 10,53,47,48
327,male,none,sometimes,school_bus,< 5,71,58,58
328,male,completed,never,school_bus,< 5,60,61,64
329,male,,regularly,private,5 - 10,94,80,88
330,female,none,regularly,private,5 - 10,65,70,69
331,male,completed,never,private,> 10,89,85,83
333,male,none,never,school_bus,5 - 10,62,62,52
334,male,none,never,private,5 - 10,42,61,55
335,male,none,regularly,school_bus,< 5,51,47,43
336,female,completed,sometimes,school_bus,< 5,74,86,87
337,female,none,regularly,private,5 - 10,69,72,72
338,male,completed,,school_bus,< 5,70,76,68
339,female,completed,never,private,< 5,65,73,74
340,female,completed,sometimes,private,< 5,71,87,88
341,female,none,regularly,school_bus,> 10,88,93,90
342,female,,sometimes,school_bus,< 5,49,54,53
343,male,none,regularly,school_bus,5 - 10,63,49,56
344,male,none,,school_bus,5 - 10,74,71,64
345,female,completed,never,private,5 - 10,69,76,78
346,female,completed,never,school_bus,> 10,44,56,62
347,male,completed,sometimes,,5 - 10,75,71,73
348,female,none,sometimes,private,5 - 10,66,59,58
349,female,completed,regularly,school_bus,< 5,87,92,100
350,male,none,regularly,,5 - 10,53,48,42
351,male,none,sometimes,,5 - 10,81,75,65
352,female,none,sometimes,school_bus,5 - 10,69,79,77
353,male,completed,never,private,5 - 10,45,29,27
354,male,none,sometimes,private,5 - 10,83,85,80
355,female,none,sometimes,school_bus,< 5,59,66,67
356,male,completed,sometimes,private,5 - 10,83,88,89
357,female,completed,regularly,private,< 5,41,56,57
358,male,none,sometimes,private,5 - 10,77,76,70
359,female,none,sometimes,school_bus,5 - 10,62,63,66
360,female,none,never,school_bus,< 5,52,51,50
361,male,none,sometimes,,< 5,75,82,76
363,male,completed,sometimes,school_bus,5 - 10,76,72,77
364,male,none,sometimes,school_bus,5 - 10,65,61,58
365,female,none,sometimes,school_bus,,63,77,79
366,male,none,sometimes,school_bus,> 10,65,63,55
367,female,none,sometimes,private,5 - 10,75,79,75
368,male,none,regularly,private,< 5,56,52,47
369,male,none,sometimes,private,5 - 10,65,63,63
370,male,none,regularly,school_bus,> 10,89,78,69
371,female,completed,sometimes,school_bus,5 - 10,44,59,63
372,female,none,regularly,school_bus,,71,79,76
373,female,none,sometimes,school_bus,< 5,62,68,69
374,male,completed,sometimes,private,5 - 10,45,38,44
375,female,none,sometimes,,5 - 10,76,92,88
376,male,completed,regularly,private,5 - 10,52,49,44
378,female,none,sometimes,school_bus,5 - 10,60,69,67
379,female,,sometimes,private,5 - 10,72,86,79
380,female,,regularly,school_bus,< 5,68,82,82
381,male,none,sometimes,private,< 5,97,85,85
382,female,completed,sometimes,private,< 5,71,81,75
383,female,none,sometimes,school_bus,5 - 10,61,76,66
384,female,completed,sometimes,school_bus,5 - 10,88,94,100
385,female,none,sometimes,private,,44,60,59
386,female,none,sometimes,school_bus,5 - 10,84,98,99
387,female,none,regularly,private,< 5,75,84,85
388,female,,regularly,school_bus,> 10,84,88,99
389,female,none,sometimes,school_bus,5 - 10,80,89,92
390,male,none,sometimes,private,5 - 10,71,53,55
391,male,none,sometimes,private,5 - 10,77,62,64
392,female,,sometimes,school_bus,5 - 10,53,62,55
393,male,none,sometimes,private,5 - 10,86,68,71
394,male,completed,never,school_bus,5 - 10,64,65,60
395,male,none,sometimes,school_bus,5 - 10,69,62,65
396,male,none,sometimes,school_bus,> 10,66,48,52
397,male,,,private,5 - 10,83,84,83
398,female,completed,regularly,private,5 - 10,77,78,75
399,male,none,sometimes,private,< 5,49,50,48
400,male,,sometimes,school_bus,5 - 10,65,48,48
401,female,none,regularly,school_bus,5 - 10,46,60,63
402,male,none,sometimes,school_bus,< 5,72,67,70
403,female,none,sometimes,private,5 - 10,67,66,71
404,female,completed,sometimes,school_bus,> 10,58,58,63
405,male,completed,regularly,private,5 - 10,96,92,94
406,female,completed,regularly,private,5 - 10,67,74,77
407,male,completed,regularly,private,5 - 10,62,65,66
408,female,none,regularly,private,5 - 10,64,93,88
409,male,none,sometimes,private,> 10,87,87,84
410,male,none,never,school_bus,< 5,55,47,55
411,male,completed,regularly,school_bus,5 - 10,80,75,75
412,male,completed,regularly,private,< 5,72,79,78
413,male,none,regularly,private,< 5,35,32,35
414,male,none,regularly,school_bus,> 10,86,85,82
415,male,none,sometimes,private,5 - 10,52,50,45
416,female,none,regularly,,5 - 10,74,77,72
417,female,none,sometimes,private,< 5,77,92,96
418,female,none,regularly,,< 5,81,85,91
419,female,none,sometimes,school_bus,5 - 10,71,75,76
420,male,completed,sometimes,school_bus,5 - 10,64,68,73
421,female,none,sometimes,private,< 5,42,52,50
422,female,completed,sometimes,private,5 - 10,71,87,87
423,female,none,regularly,school_bus,5 - 10,76,71,77
424,female,,regularly,school_bus,5 - 10,62,80,72
425,male,none,never,private,5 - 10,56,55,48
426,female,none,never,school_bus,5 - 10,73,84,80
427,female,none,sometimes,private,5 - 10,68,80,76
428,male,completed,sometimes,private,5 - 10,39,45,48
429,female,completed,sometimes,school_bus,> 10,62,77,79
430,female,completed,never,private,5 - 10,91,95,87
431,female,none,sometimes,,< 5,54,68,64
432,male,completed,sometimes,private,5 - 10,65,66,58
433,male,none,sometimes,private,> 10,49,47,54
435,male,completed,regularly,school_bus,< 5,45,45,51
436,male,completed,sometimes,school_bus,5 - 10,55,45,47
438,male,none,sometimes,school_bus,5 - 10,46,45,35
439,male,completed,regularly,school_bus,,76,77,77
440,male,completed,sometimes,private,< 5,62,68,56
441,male,none,sometimes,school_bus,5 - 10,51,49,50
442,male,none,sometimes,school_bus,5 - 10,83,86,84
443,female,none,sometimes,school_bus,5 - 10,69,64,72
444,female,completed,sometimes,school_bus,5 - 10,77,88,87
445,female,none,regularly,private,> 10,80,88,93
446,female,none,never,school_bus,,45,62,57
447,female,none,regularly,,5 - 10,52,64,65
448,female,none,sometimes,private,< 5,34,42,47
449,male,none,sometimes,school_bus,5 - 10,55,60,53
450,male,none,sometimes,school_bus,< 5,64,65,57
451,male,none,regularly,,< 5,62,57,57
452,male,completed,never,private,< 5,58,47,50
453,female,none,sometimes,school_bus,< 5,68,80,78
455,female,completed,regularly,private,< 5,87,95,98
456,male,none,regularly,school_bus,5 - 10,53,50,48
457,male,none,,private,5 - 10,65,57,57
458,female,none,regularly,,,71,83,79
459,male,none,regularly,school_bus,< 5,75,83,73
460,male,completed,regularly,,5 - 10,67,72,69
461,male,none,regularly,private,5 - 10,92,81,76
462,female,none,regularly,school_bus,5 - 10,72,82,78
463,male,completed,sometimes,school_bus,5 - 10,62,63,67
464,female,none,regularly,school_bus,< 5,50,66,61
465,male,completed,regularly,private,> 10,75,63,56
466,female,none,sometimes,school_bus,> 10,51,64,59
468,female,none,sometimes,private,5 - 10,59,71,76
469,female,completed,,school_bus,5 - 10,75,92,90
470,female,none,regularly,school_bus,> 10,61,80,79
471,male,completed,sometimes,,> 10,91,86,96
472,male,none,sometimes,private,< 5,43,44,38
473,female,none,sometimes,private,5 - 10,58,62,65
474,female,none,regularly,school_bus,< 5,66,75,72
475,male,none,sometimes,school_bus,5 - 10,86,93,82
476,male,completed,sometimes,school_bus,5 - 10,77,60,66
477,female,none,regularly,private,< 5,84,82,83
478,female,completed,sometimes,private,5 - 10,78,92,89
479,female,none,sometimes,school_bus,5 - 10,67,74,65
480,female,,sometimes,school_bus,> 10,76,82,89
481,male,none,sometimes,private,> 10,51,48,48
482,male,completed,regularly,school_bus,> 10,74,78,85
483,female,none,regularly,school_bus,> 10,66,62,69
484,male,none,never,school_bus,< 5,64,76,64
485,female,none,sometimes,private,5 - 10,56,78,69
486,female,completed,sometimes,private,5 - 10,74,91,89
487,male,completed,sometimes,,> 10,100,92,82
488,male,none,sometimes,school_bus,5 - 10,44,50,47
489,male,completed,regularly,school_bus,< 5,82,84,79
490,male,completed,sometimes,,< 5,83,87,80
491,female,completed,sometimes,school_bus,5 - 10,91,100,100
492,female,completed,sometimes,school_bus,,67,88,90
493,female,none,never,private,5 - 10,49,48,48
495,male,completed,sometimes,school_bus,< 5,72,68,65
496,male,completed,regularly,,5 - 10,100,100,100
498,female,none,sometimes,private,5 - 10,71,75,70
499,male,none,never,private,5 - 10,65,60,59
500,male,,regularly,school_bus,5 - 10,70,70,63
501,male,completed,sometimes,,5 - 10,54,59,53
502,male,completed,regularly,private,< 5,59,60,63
503,female,completed,sometimes,private,5 - 10,57,59,66
504,female,completed,regularly,school_bus,< 5,68,74,75
505,male,none,never,school_bus,< 5,66,63,59
506,female,completed,sometimes,school_bus,5 - 10,46,58,58
507,female,none,sometimes,private,5 - 10,88,87,86
508,male,none,sometimes,private,< 5,25,27,18
509,male,completed,regularly,school_bus,5 - 10,51,50,52
510,male,completed,never,school_bus,> 10,87,76,78
511,male,none,regularly,school_bus,5 - 10,69,66,68
513,female,none,regularly,school_bus,,63,73,74
514,female,none,regularly,,5 - 10,78,83,82
515,male,none,never,private,5 - 10,69,62,55
516,male,completed,regularly,school_bus,5 - 10,90,72,78
517,female,none,sometimes,school_bus,< 5,62,67,64
518,male,none,sometimes,school_bus,5 - 10,90,76,75
519,male,completed,sometimes,,5 - 10,67,63,61
520,female,completed,sometimes,school_bus,5 - 10,71,89,95
521,male,completed,sometimes,school_bus,> 10,69,56,60
522,male,none,regularly,private,< 5,76,70,58
523,male,completed,never,,5 - 10,55,63,64
524,male,none,regularly,,5 - 10,57,45,47
525,male,,sometimes,private,5 - 10,63,62,53
526,male,none,regularly,private,> 10,25,27,19
527,female,none,sometimes,school_bus,5 - 10,43,57,61
528,male,completed,regularly,,> 10,79,71,74
529,female,none,,,> 10,45,42,47
530,female,none,sometimes,school_bus,5 - 10,69,72,72
531,female,none,sometimes,school_bus,> 10,90,96,89
532,female,,regularly,private,< 5,49,52,54
533,female,completed,regularly,,< 5,85,86,86
534,female,none,sometimes,private,5 - 10,67,71,62
535,female,none,regularly,,< 5,71,81,74
536,male,completed,regularly,school_bus,5 - 10,60,56,61
537,male,none,never,private,5 - 10,68,80,66
538,female,none,sometimes,school_bus,< 5,49,62,53
539,male,completed,regularly,private,< 5,51,49,46
543,female,none,never,school_bus,< 5,78,88,85
545,male,none,sometimes,private,5 - 10,90,83,73
546,female,none,never,private,< 5,25,34,38
547,male,completed,regularly,school_bus,< 5,68,79,77
548,female,completed,regularly,school_bus,> 10,94,100,100
549,male,completed,sometimes,private,> 10,73,71,74
550,female,none,sometimes,school_bus,5 - 10,63,70,65
551,male,none,regularly,private,5 - 10,71,63,67
552,female,none,sometimes,private,5 - 10,66,81,78
553,female,completed,regularly,private,5 - 10,69,75,78
554,male,completed,sometimes,school_bus,5 - 10,94,98,94
555,female,completed,regularly,private,< 5,65,74,81
556,female,completed,sometimes,school_bus,< 5,82,92,93
557,male,completed,sometimes,school_bus,5 - 10,84,81,82
558,male,completed,sometimes,school_bus,,70,67,68
559,female,none,sometimes,private,> 10,67,74,77
560,female,completed,regularly,private,> 10,31,38,41
561,female,none,never,private,5 - 10,85,94,89
562,male,none,regularly,,> 10,80,85,80
563,female,none,regularly,school_bus,> 10,65,63,69
564,male,none,sometimes,,5 - 10,50,50,47
565,female,none,never,private,< 5,56,69,71
566,female,none,sometimes,school_bus,< 5,79,82,81
567,female,none,sometimes,private,5 - 10,69,83,82
568,female,none,never,private,5 - 10,61,71,66
569,female,none,regularly,,5 - 10,41,56,55
571,male,none,regularly,private,< 5,59,57,55
572,female,none,sometimes,school_bus,5 - 10,9,23,20
573,male,none,sometimes,school_bus,> 10,55,60,55
574,female,none,regularly,school_bus,5 - 10,75,83,87
575,female,completed,regularly,school_bus,5 - 10,81,88,95
576,female,completed,sometimes,school_bus,5 - 10,89,82,94
577,male,none,regularly,school_bus,,63,53,53
578,male,completed,sometimes,private,5 - 10,87,81,86
579,female,none,regularly,school_bus,< 5,80,87,84
580,male,none,sometimes,,> 10,69,64,64
581,female,completed,regularly,school_bus,< 5,80,92,98
582,male,completed,sometimes,private,> 10,67,74,78
583,male,none,never,school_bus,> 10,62,65,60
584,female,none,regularly,school_bus,5 - 10,61,71,68
585,male,completed,sometimes,school_bus,> 10,86,81,78
586,female,none,sometimes,school_bus,< 5,48,61,60
587,female,none,sometimes,school_bus,5 - 10,82,95,88
588,male,completed,regularly,school_bus,< 5,48,60,56
589,male,none,sometimes,private,5 - 10,63,51,47
590,male,none,regularly,school_bus,< 5,70,65,64
591,male,none,regularly,,,75,55,59
592,male,completed,sometimes,school_bus,< 5,55,55,57
593,male,completed,sometimes,private,< 5,70,63,70
594,female,none,sometimes,private,5 - 10,69,68,73
595,female,none,regularly,private,5 - 10,32,45,52
596,female,none,sometimes,private,5 - 10,47,57,61
597,male,completed,regularly,school_bus,< 5,36,41,40
598,male,none,regularly,school_bus,5 - 10,94,85,87
599,male,none,sometimes,private,5 - 10,39,45,44
600,male,completed,sometimes,school_bus,5 - 10,65,68,65
601,female,none,regularly,school_bus,5 - 10,75,83,73
602,female,none,sometimes,private,> 10,69,76,77
603,male,none,sometimes,school_bus,5 - 10,43,42,35
604,male,none,sometimes,school_bus,< 5,80,74,76
605,female,completed,sometimes,private,< 5,82,97,98
606,female,completed,never,private,5 - 10,47,62,64
607,female,none,sometimes,school_bus,,81,86,83
608,female,none,regularly,school_bus,,59,77,71
609,male,completed,regularly,private,> 10,100,89,90
610,male,none,regularly,private,> 10,71,60,56
612,male,completed,sometimes,school_bus,5 - 10,83,74,68
613,male,none,sometimes,school_bus,> 10,64,69,61
614,male,none,,school_bus,> 10,55,58,51
615,male,none,sometimes,private,< 5,65,75,72
616,female,completed,regularly,school_bus,5 - 10,52,50,55
617,male,completed,sometimes,school_bus,5 - 10,63,69,72
618,female,none,sometimes,school_bus,5 - 10,57,61,59
620,male,none,regularly,school_bus,5 - 10,75,60,56
621,female,none,regularly,private,< 5,53,67,72
622,male,none,regularly,school_bus,5 - 10,76,59,57
623,female,completed,sometimes,private,5 - 10,73,90,88
624,female,none,regularly,private,> 10,91,87,89
625,male,none,never,private,> 10,64,64,62
626,female,none,regularly,school_bus,5 - 10,48,58,49
627,female,completed,sometimes,private,< 5,60,73,74
628,male,none,sometimes,private,5 - 10,84,79,79
629,female,none,sometimes,school_bus,5 - 10,74,76,77
630,female,none,never,school_bus,5 - 10,75,72,72
631,female,none,regularly,,5 - 10,88,78,80
632,female,none,never,,< 5,63,78,79
633,female,completed,sometimes,private,5 - 10,76,82,88
634,male,completed,sometimes,private,< 5,57,60,54
635,male,none,regularly,school_bus,< 5,63,61,64
636,male,none,sometimes,,> 10,73,63,63
637,male,none,regularly,school_bus,< 5,74,71,68
638,female,none,sometimes,school_bus,> 10,64,74,82
640,male,none,sometimes,private,5 - 10,87,83,80
641,female,none,regularly,school_bus,< 5,95,94,93
642,male,completed,,,5 - 10,99,98,98
